Restaurant,Menu Header,Menu Item,Rate,What people love here
Macp,Veg Main Course,Punjabi Dum Aloo,120,
Macp,Veg Main Course,Kashmiri Dum Aloo,130,
Macp,Veg Main Course,Nargisi Kofta,130,
Macp,Veg Main Course,Methi Matar Malai,160,
Macp,Veg Main Course,Corn Methi Malai,160,
Macp,Veg Main Course,Aloo Jeera,100,
Macp,Veg Main Course,Gobi Masala,120,
Macp,Veg Main Course,Veg Diwani Handi,160,
Macp,Veg Main Course,Aloo Gobi Matar,120,
Macp,Veg Main Course,Pindi Chole,120,
Macp,Veg Main Course,Corn Palak,130,
Macp,Veg Main Course,Grean Peas Masala,130,
Macp,Dal,Dal Fry,100,
Macp,Dal,Dal Tadka,110,
Macp,Dal,Dal Jeera,90,
Macp,Dal,Dal Handi,100,
Macp,Breads,Tawa Roti,8,
Macp,Breads,Butter Tawa Roti,12,
Macp,Rice and Biryani,Steamed Rice,80,
Macp,Rice and Biryani,Jeera Rice  ,100,
Macp,Rice and Biryani,Veg Pulao,120,
Macp,Rice and Biryani,Chilli Onion Pulao,120,
Macp,Rice and Biryani,Hyderabadi Biryani,170,
Macp,Rice and Biryani,Kashmiri Pulao,180,
Macp,Rice and Biryani,Peas Pulao,120,
Macp,Rice and Biryani,Butter Khichdi,130,
Macp,Chinese Dishes,Veg Manchurian,90,
Macp,Chinese Dishes,Chilli Paneer,140,
Macp,Chinese Dishes,Veg Kofta,90,
Macp,Chinese Dishes,Veg Kofta with Black Bean Sauce,90,
Macp,Chinese Dishes,Crispy Corn ,110,
Macp,Chinese Dishes,Butter corn on the Cob,80,
Macp,Chinese Dishes,Cheese Ball,110,
Macp,Chinese Dishes,Dragon Potato,110,
Macp,Chinese Dishes,Honey Chilli Potato,110,
Macp,Chinese Dishes,Paneer 65,140,
Macp,Chinese Dishes,Chilli Mushroom ,120,
Macp,Chinese Dishes,Chilli Baby Corn,120,
Macp,Chinese Dishes,Crispy Baby Corn,140,
Macp,Chinese Dishes,Crispy Veg,90,
Macp,Chinese Dishes,Maggi Pakoda,90,
Macp,Chinese Dishes,Mozzarella Stick,150,
Macp,Noodles,Veg Noodles,70,
Macp,Noodles,Sweet Chilli Noodles,90,
Macp,Noodles,Peri Peri Noodles,90,
Macp,Noodles,Chilli Garlic Noodles,90,
Macp,Noodles,Burnt Garlic Noodles,90,
Macp,Noodles,Schezwan Noodles,90,
Macp,Noodles,Veg Hakka Noodles,80,
Macp,Pizza,Margherita Pizza,150,
Macp,Pizza,Clssic Pizza,180,
Macp,Pizza,Quattro Formaggi Pizza,150,
Macp,Pizza,Cheese Corn Pizza,150,
Macp,Pizza,Bergizza Pizza,90,
Macp,Pizza,Calzone Pizza,180,
Macp,Pasta,White Sauce Pasta,130,
Macp,Pasta,Red Sauce Pasta,120,
Macp,Bargers and Sandwiches,Cheese Chutney Sanwich,50,
Macp,Bargers and Sandwiches,Coleslaw Sandwich,50,
Macp,Bargers and Sandwiches,Sweet Malai Sandwich,60,
Macp,Bargers and Sandwiches,Masala Sandwich,50,
Macp,Bargers and Sandwiches,Club Sandwich,80,
Macp,Bargers and Sandwiches,Veg Mayo Sandwich,70,
Macp,Bargers and Sandwiches,Veg Cheese Garlic Sandwich,80,
Macp,Bargers and Sandwiches,Butter Toast,40,
Macp,Bargers and Sandwiches,Tandoori Masala Sandwich,60,
Macp,Bargers and Sandwiches,Vegetable Sandwich,50,
Macp,Rolls,Veg Roll ,90,
Macp,Rolls,Veg Spring Roll,90,
Macp,Rolls,Spinach Roll,110,
Macp,Rolls,Sweet Chilli Roll,120,
Macp,Indian Heavy Snacks,Pav Bhaji,100,
Macp,Indian Heavy Snacks,Masala Pav Bhaji,120,
Macp,Indian Heavy Snacks,Chole Bhature,110,
Macp,Indian Heavy Snacks,Chole Kulche,90,
Macp,Sides,Punjabi Maggi,40,
Macp,Sides,Plain Maggi,30,
Macp,Sides,Vegetable Maggi,40,
Macp,Salads,Onion Salad,25,
Macp,Salads,Green Salad,40,
Macp,Salads,Kachumber Salad,40,
Macp,Salads,Peanut Chaat Salad,80,
Macp,Salads,Cheese Canopy Salad,120,
Macp,Salads,Corn Bean Chaat Salad,120,
Macp,Papad,Roasted Papad,15,
Macp,Papad,Fry Papad,15,
Macp,Papad,Masala Papad,20,
Macp,Papad,Butter Papad,30,
Macp,Raita,Boondi Raita,60,
Macp,Raita,Veg Raita,60,
Macp,Raita,Tadka Raita,60,
Macp,Raita,Cucumber Raita,60,
Macp,Raita,Fruit Raita,90,
Macp,Raita,Pineapple Raita,105,
Macp,Beverages,Buttermilk,20,
Macp,Beverages,Fresh Lime Juice,30,
Macp,Cold Coffee and Shakes,Oreo Shake,90,
Macp,Cold Coffee and Shakes,Kit Kat Shake,90,
Macp,Cold Coffee and Shakes,Chocolate Shake,90,
Macp,Cold Coffee and Shakes,Cold Coffee,60,
Macp,Cold Coffee and Shakes,Cold Coffee with Ice Cream,90,
Mano,STARTERS VEGETARIANS,SHAKAHAHARI KEBAB PLATTER (Variety of kababs served in one platter with mint sause),295,
Mano,STARTERS VEGETARIANS,"PANEER KA TIKKA (Fresh cottage cheese with onion, capsicum and tomato charcoaled on skewer",175,
Mano,STARTERS VEGETARIANS,PANEER MALAI TIKKA (Fresh cottage cheese marinated in cream and mild spice charcoaled on skewer,175,
Mano,STARTERS VEGETARIANS,PANEER LAHSUNI TIKKA,175,
Mano,STARTERS VEGETARIANS,PANEER CHUTNEY TIKKA (Fresh cottage cheese sandwiched with mint sause and skewered in tandoor),175,
Mano,STARTERS VEGETARIANS,"RESHMI PANEER (Fresh cottage cheese stuffed then enveloped in cream, charcoaled and finished with cheese)",175,
Mano,STARTERS VEGETARIANS,PANEER PAKODA,150,
Mano,STARTERS VEGETARIANS,BABY CORN TIKKA (Whole Baby corn marinated and skewered in day oven till perfection,175,
Mano,STARTERS VEGETARIANS,"CHEESE CHILLY ONION KEBAB (A delicate combination of Cheese, onions and green chilly)",175,
Mano,STARTERS VEGETARIANS,CORN SHEEKH KEBAB (American corn with fresh vegetables & cottage cheese minced together & skewered in tandoor,175,
Mano,STARTERS VEGETARIANS,SHAKAHARI SEEKH KEBAB (A delicate combination of fresh vegetables & cottage cheese minced together & skewered in tandoor),175,
Mano,STARTERS VEGETARIANS,"HARIYALI SHEEKH KEBAB (Spinach based sheekh kebab with combination of vegetables minced together, then skewered in tandoor)",175,
Mano,STARTERS VEGETARIANS,TANDOORI ALOO / GOBHI,175,
Mano,STARTERS VEGETARIANS,"SUBZ PAKODA (Vegetable Assorted Pakoda. Kachumber Pakoda, Bread Pakoda)",120,
Mano,STARTERS VEGETARIANS,HARA BHARA KEBAB,130,
Mano,STARTERS NON-VEOETARIAN,PLATTER (Variety of kababs served in one palatter with mint sauce,360,
Mano,STARTERS NON-VEOETARIAN,TANDOORI CHICKEN (Famous tandoori chicken-charcoaled to perfection in a day oven one portion contains half tandoor chicken),220,
Mano,STARTERS NON-VEOETARIAN,PAHADI CHICKEN (Chicken menneled to Indian spices in village style and charcoaled ini oven,220,
Mano,STARTERS NON-VEOETARIAN,"TANDOORI CHICKEN BANJARA (Mouth prepartion of tandoori chicken with dried methi leaves, Bar-Be-Qued to perfection)",220,
Mano,STARTERS NON-VEOETARIAN,"CHICKEN MALAI TIKKA (Boneless chicken pieces,marinated in cream, than charcoaled on skewer)",220,
Mano,STARTERS NON-VEOETARIAN,CHICKEN KALI MIRCHI (Chicken pieces with bone cooked with sauteed onion & crushed Hack pepper),220,
Mano,STARTERS NON-VEOETARIAN,KASOORI CHICKEN TIKKA (succuetent chicken pieces with marinated with dried fenugreek marinated and roasted in day oven,220,
Mano,STARTERS NON-VEOETARIAN,CHICKEN HARIYALI TIKKA (Boneless pieces of tender chicken coated with spinach & green chilly marination,220,
Mano,STARTERS NON-VEOETARIAN,TANGDI KEBAB (Chicken legs marinated with exotic Indian spices and finished in tandoor,220,
Mano,STARTERS NON-VEOETARIAN,"CHICKEN RESHMI KEBAB (Chunks of chicken enveloped in cream & cashew paste,charcoaled and finished with cheese)",220,
Mano,STARTERS NON-VEOETARIAN,"CHICKEN TIKKA (Boneless succulent pieces o f chicken, marinated in hot spices and skewered in tandoor)",220,
Mano,STARTERS NON-VEOETARIAN,CHICKEN SEEKH KEBAB (Minced chicken mixed with Indian spices and charcoaled on skewer),220,
Mano,STARTERS NON-VEOETARIAN,MUTTON SHEEK KEBAB (Authentic kebab made of mince mutton with spices skewered and charcoaled In clay oven),240,
Mano,STARTERS NON-VEOETARIAN,FISH TIKKA (Boneless fish pieces marinated in hot spices and skewered in tandoor),220,
Mano,STARTERS NON-VEOETARIAN,"FISH AMRITSARI (Fresh pieces o f fish, rolled in spicy batter and deep-fried, served with cashews & chillies)",220,
Mano,STARTERS NON-VEOETARIAN,SARSON WALI MACHHALI (Pieces o f fish coated with mustard paste marination with crushed mustard seeds then skewered),220,
Mano,STARTERS NON-VEOETARIAN,FISH MALAI TIKKA (Fish in cashew & cream marination),220,
Mano,STARTERS NON-VEOETARIAN,"KHATTI MITHI MACHHALI (Fresh pieces o f fish marinated with jaggery, dry mango powder & little curd then charcoaled)",220,
Mano,STARTERS NON-VEOETARIAN,EGG PAKODA (Seggs) (Three Hard boiled eggs batter fried),100,
Mano,SOUP VEGETARIAN,CREAM OF TOMATO (Tomato Soup garnished with fresh cream and croutons),100,
Mano,SOUP VEGETARIAN,TOMATO SHORBA (Authentic Indian spicy tomato base soup),100,
Mano,SOUP VEGETARIAN,LEMON CORIANDER SOUP (Refreshing soup with fresh coriander with chops of veggie end cottage cheese with a squeeze of lemon),100,
Mano,SOUP VEGETARIAN,SWEET CORN SOUP (Thick soup with sweet corns and chops of vegetables),100,
Mano,SOUP VEGETARIAN,"HOT ’N’ SOUR SOUP (A dark, spicy & thick soup with julienne of vegetables and mushrooms)",100,
Mano,SOUP VEGETARIAN,MANCHOW SOUP (Thick soup with combination of chops of pasta and vegetables),100,
Mano,SOUP VEGETARIAN,CREAM OF MUSHROOM (Cream based semi thick soup with chops of mushroom),100,
Mano,SOUP VEGETARIAN,TALUMEIN VEGETABLE SOUP (Semi thick noodle soup with shredded vegetables),120,
Mano,SOUP VEGETARIAN,WON TON SOUP (Vegetable stuffed wonton with julienne of vegetables simmered in vegetable stock),120,
Mano,SOUP NON - VEGETARIAN,CREAM OF CHICKEN (Cream based semi thick soup with shredded chicken pieces),120,
Mano,SOUP NON - VEGETARIAN,"SWEET CORN CHICKEN SOUP (Thick soup with sweet corn, drops of egg and shreds of chicken)",120,
Mano,SOUP NON - VEGETARIAN,"HOT ’N' SOUR CHICKEN SOUP (A dark, spicy & thick soup with juliennes of vegetables, mushrooms, drops of egg & chicken)",120,
Mano,SOUP NON - VEGETARIAN,"MANCHOW CHICKEN SOUP (Thick soup with combination of chops of pasta, vegetables & chicken)",120,
Mano,SOUP NON - VEGETARIAN,WON TON CHICKEN SOUP (Chicken stuffed wontons with juliennes o f vegetables simmered in vegetable stock),140,
Mano,SOUP NON - VEGETARIAN,CHICKEN TALUMEIN SOUP (Semi thick noodle soup with shredded chicken),140,
Mano,SOUP NON - VEGETARIAN,"LUNG-FUNG CHICKEN SOUP (Clear chicken soup, finished with whipped egg white)",140,
Mano,VEGETABLE DELICACY,CORN PALAK (Com cooked with spinach gravy),160,
Mano,VEGETABLE DELICACY,CORN CAPSICUM (Corns and dices of onion and capsicum tossed in a traditional manner),160,
Mano,VEGETABLE DELICACY,"SUBZ KADAI (Mix Vegetable cooked with capsicum, onion & tomato in kadhai)",160,
Mano,VEGETABLE DELICACY,BHINDI MASALA,160,
Mano,VEGETABLE DELICACY,BHINDI DO PYAZA,160,
Mano,VEGETABLE DELICACY,ALOO JEERA,150,
Mano,VEGETABLE DELICACY,ALOO METHI,150,
Mano,VEGETABLE DELICACY,ALOO MUTTER,150,
Mano,VEGETABLE DELICACY,SEV TAMATER,150,
Mano,INDIAN BREADS,TANDOORI /TAWA ROTI,15,
Mano,INDIAN BREADS,JEERA / AJWAIN ROTI,20,
Mano,INDIAN BREADS,MISSI ROTI / PLAIN KULCHA,20,
Mano,INDIAN BREADS,TANDOORI NAAN,30,
Mano,INDIAN BREADS,TANDOORI PARATHA LACHHA,30,
Mano,INDIAN BREADS,MIRCHI LACHHA PARATHA,35,
Mano,INDIAN BREADS,PUDINA LACHHA PARATHA,35,
Mano,INDIAN BREADS,DHANIYA LACHHA PARATHA,35,
Mano,INDIAN BREADS,GARLIC PARATHA,40,
Mano,INDIAN BREADS,GARLIC NAAN,50,
Mano,INDIAN BREADS,KASHMIRI NAAN/CHEESE NAAN,75,
Mano,INDIAN BREADS,"BREAD BASKET (One each: Tandoori Roti, Missi Roti, Naan, Pyazz Ka Paratha, Pudina Paratha)",180,
Mano,INDIAN BREADS,BUTTER CUBE (5 Cubes),40,
Mano,DAL,"DAL BUKHARA ( North Indian Specialty,Black lentil with special tomato tempering,then smoked on red hot coal)",140,
Mano,DAL,"DAL MAKHANI (An all time favorite dal with a delicate combination of rajma and urad dal cooked on slow charcoal fire,then tempered in butter to perfaction)",125,
Mano,DAL,DAL PALAK (Tuar ki dal tempered with fresh spinach leaves),125,
Mano,DAL,DAL TUAR TADKA (Tuar ki dal tempered with fresh spinach leaves),125,
Mano,DAL,DAL JEERA TADKA (Tuar ki dal tempered with cumin seeds),125,
Mano,RICE AND PULAV VEGEARIAN,KASHMIRI BASMATI PULAV (Basmati rice cooked with fresh and dry fruits),160,
Mano,RICE AND PULAV VEGEARIAN,BUTTER KHICHADI (Mouth watering spiced prepration of basmati with tuar dal),155,
Mano,RICE AND PULAV VEGEARIAN,"CURD RICE (Light prepration of basmati and curd with a tumeric, leaves & musterd seeds, then tossed peanut & a hint of lemon juice)",130,
Mano,RICE AND PULAV VEGEARIAN,"LEMON RICE (Basmati rice tempered with tumeric, curry leaves & mustered seeds, then tossed peanut &a hint of lemon juice)",120,
Mano,RICE AND PULAV VEGEARIAN,"TOMATO RICE (Basmati rice tossed with tempering of onion,tomato & green chilly)",120,
Mano,RICE AND PULAV VEGEARIAN,JEERA BASMATI PULAV,120,
Mano,RICE AND PULAV VEGEARIAN,STEAMED BASMATI RICE ,110,
Mano,RICE AND PULAV VEGEARIAN,VEG HYDERABADI DUM BIRYANI (Rice cooked with vegetable and smoked on charcoal ;served in an earthen hand),175,
Mano,RICE AND PULAV NON-VEGEARIAN,MUTTON HYDERABADI DUM BIRYANI (Rice cooked with mutton & smoked on charcoal; served in an earthen hand),230,
Mano,RICE AND PULAV NON-VEGEARIAN,CHICKEN HYDERABADI DUM BIRYANI (Rice cooked with & smoked on charcoal; served in an earthen hand),230,
Mano,INDIAN MAIN COURSE NON-VEG CHICKEN,BUTTER CHICKEN (The most liked preparation Chicken first charcoaled than cooked in makhani gravy) ,220,
Mano,INDIAN MAIN COURSE NON-VEG CHICKEN,MALAI CHICKEN  (Rich preparation of chicken In fresh cream with mild spices),220,
Mano,INDIAN MAIN COURSE NON-VEG CHICKEN,CHICKEN ROGAN MAKHANI (Tkndoorl Chicken cooked In mekhani and mutton gravy),220,
Mano,INDIAN MAIN COURSE NON-VEG CHICKEN,CHICKEN TIKKA MAKHAN MASALA (Chicken tikka cooked with thick makhani gravy),220,
Mano,INDIAN MAIN COURSE NON-VEG CHICKEN,TANGADI KEBAB MASALA (Lags of chicken roasted In tandoor then cooked with onion gravy),220,
Mano,INDIAN MAIN COURSE NON-VEG CHICKEN,DUM KA DAHI MURG (Tender boneless chicken simmered in youghurt based gravy),220,
Mano,INDIAN MAIN COURSE NON-VEG CHICKEN,CHICKEN MIRCH MASALA (Spicy boneless mint flavor chicken delicacy),220,
Mano,INDIAN MAIN COURSE NON-VEG CHICKEN,CHICKEN DO PYAZA (Chicken cooked in a blend of onions and red chilies),220,
Mano,INDIAN MAIN COURSE NON-VEG CHICKEN,"CHICKEN BADAM JOSH (Tender chicken cooked In onion, coconut gravy with almonds)",220,
Mano,INDIAN MAIN COURSE NON-VEG CHICKEN,KADAI CHICKEN (Chicken cooked in traditional Indian kadai with onion capsicum),220,
Mano,INDIAN MAIN COURSE NON-VEG CHICKEN,CHICKEN CURRY (Traditional preparation of chicken with Indian spices in thin gravy),220,
Mano,INDIAN MAIN COURSE NON-VEG CHICKEN,MUTTON ROGAN JOSH (A Kashmiri specialty of meat cooked on slow fire),220,
Mano,INDIAN MAIN COURSE NON-VEG CHICKEN,KARAHI MUTTON (Spicy mutton delicacy cooked In karahi. flavored in onion and capsicum),220,
Mano,INDIAN MAIN COURSE NON-VEG CHICKEN,MUTTON DO PYAZA (A spicy mutton delicacy cooked with diced onion),220,
Mano,INDIAN MAIN COURSE NON-VEG CHICKEN,BHUNA MUTTON (Spicy mutton boti simmered on fire),220,
Mano,INDIAN MAIN COURSE NON-VEG CHICKEN,MUTTON NILGIRI KORMA (Boneless pieces of mutton cooked In south Indian korma style-spicy preparation),220,
Mano,FISH,METHI FISH  (Delicious preparation offish In methi gravy),220,
Mano,FISH,FISH BENGALI CURRY  (Fish cooked in Bengali style curry topped with fresh coriander),220,
Mano,FISH,FISH GOAN CURRY (Rsh cooked In coconut curry in goan style),220,
Mano,CHINESE SNACKS VEGETARIAN,SCHEZWAN BABY CORN (Baby com marinated and deep fried then tossed with schezwan sauce),180,
Mano,CHINESE SNACKS VEGETARIAN,CRISPY FRIED BABYCORN,180,
Mano,CHINESE SNACKS VEGETARIAN,"VEG LOLLYPOP (Vegetable drumsticks, with garlic tomato sauce poured over)",160,
Mano,CHINESE SNACKS VEGETARIAN,VEG KOTHE (Crisp fried vegetables tossed in sweet tomato garlic sauce),160,
Mano,CHINESE SNACKS VEGETARIAN,SPRING ROLL VEG (Shredded vegetables rolled in a pancake and crisp fried),160,
Mano,CHINESE SNACKS VEGETARIAN,CRISPY FRIED CORNS (American Corns crisp fried with rice flour),150,
Mano,CHINESE SNACKS VEGETARIAN,CRISPY FRIED VEGETABLES (Assorted vegetables crisp fried),150,
Mano,CHINESE SNACKS NON-VEGETARIAN,CHICKEN LOLLYPOP (Chicken drumsticks tossed with garlic tomato sauce),250,
Mano,CHINESE SNACKS NON-VEGETARIAN,FISH SALT AND PEPPER (Sliced fish tossed in salt and pepper),220,
Mano,CHINESE SNACKS NON-VEGETARIAN,FRIED WONTON CHICKEN (Chicken pieces packed in a golden fried wonton served with hot garlic sauce),210,
Mano,CHINESE SNACKS NON-VEGETARIAN,SPRING ROLL CHICKEN (Shredded chicken and spring vegetables rolled in a pancake and deep-fried),210,
Mano,CHINESE SNACKS NON-VEGETARIAN,"CHILLY CHICKEN (Chunks of chicken batter fried & tossed in Soya sauce with julienne of capsicum, onion & green chilies)",240,
Mano,CHINESE SNACKS NON-VEGETARIAN,GINGER CHICKEN (Slices of chicken in ginger sauce),220,
Mano,CHINESE SNACKS NON-VEGETARIAN,SWEET 'N' SOUR CHICKEN (Chicken chunks cooked in a sweet 'n' sour sauce with pineapple),220,
Mano,CHINESE SNACKS NON-VEGETARIAN,CHICKEN MANCHURIAN (Chicken pieces batter fried and then tossed in hot Soya garlic sauce),220,
Mano,CHINESE SNACKS NON-VEGETARIAN,MUTTON BALLS IN HOT GARLIC SAUCE (Meat Balls cooked in hot garlic sauce),220,
Mano,CHINESE SNACKS NON-VEGETARIAN,"FISH CHILLY (Chunks of fish batter fried & tossed in Soya sauce with julienne of capsicum, onion & green chilies)",220,
Mano,CHINESE SNACKS NON-VEGETARIAN,FISH WITH GINGER CORIANDER (Sliced fish cooked with ginger coriander sauce),220,
Mano,CHINESE SNACKS NON-VEGETARIAN,"FISH IN GREEN SAUCE (Sliced fish cooked with spinach, spring onion and green chilly sauce)",220,
Mano,CHINESE SNACKS NON-VEGETARIAN,SWEET ’N' SOUR FISH (Fish rolled in sweet 'n' sour sauce with pineapple),220,
Mano,CHINESE-RICE & NOODLES VEGETARIAN,VEG. FRIED RICE (Fried rice tossed with vegetable and Soya sauce),175,
Mano,CHINESE-RICE & NOODLES VEGETARIAN,SCHEZWAN FRIED RICE (Fried rice tossed In schezwan sauce),175,
Mano,CHINESE-RICE & NOODLES VEGETARIAN,SCHEZWAN NOODLES (Soft fried spicy noodles with jullennes of vegetables),175,
Mano,CHINESE-RICE & NOODLES VEGETARIAN,"VEGETABLE CHOPSUEY (Shredded vegetables In sweet 'n' sour sauce, served with crispy noodles)",175,
Mano,CHINESE-RICE & NOODLES VEGETARIAN,"VEGETABLE CHINESE CHOPSUEY (Shredded vegetables in thick vegetable sauce, served with crispy noodles)",175,
Mano,CHINESE-RICE & NOODLES VEGETARIAN,VEGETABLE CHOWMEIN (Shredded vegetables cooked In mild sauce and topped over fresh steamed noodles),175,
Mano,CHINESE-RICE & NOODLES VEGETARIAN,VEG HAKKA NOODLES (Noodles tossed with |ullennes of vegetables and Soya sauce In hakka style),175,
Mano,CHINESE-RICE & NOODLES NON-VEGETARIAN,TRIPLE SCHEZWAN FRIED RICE (Fried rice. Noodles and Veg balls In schezwan sauce),215,
Mano,CHINESE-RICE & NOODLES NON-VEGETARIAN,"FRIED RICE CHICKEN / FISH / EGG (Fned nee as per desired filling, tossed with Soya sauce)",210,
Mano,CHINESE-RICE & NOODLES NON-VEGETARIAN,CHICKEN CHOWMEIN (Shredded chicken and vegetables cooked in mild sauce and topped over steamed noodles),210,
Mano,CHINESE-RICE & NOODLES NON-VEGETARIAN,"CHICKEN CHOPSUEY (Shredded chicken and vegetables cooked in a sweet 'n' sour sauce served with crispy noodles, topped with an egg, sunny side up)",210,
Mano,CHINESE-RICE & NOODLES NON-VEGETARIAN,"AMERICAN CHOPSUEY (Shredded chicken, fish, lamb, and vegetables cooked in a sweet 'n' sour sauce served with crispy noodles, topped with an egg, sunny side up)",230,
Mano,CHINESE-RICE & NOODLES NON-VEGETARIAN,"CHICKEN HAKKA NOODLES (Noodles tossed with juliennes of vegetables, chicken pieces and Soya sauce in hakka style)",210,
Mano,CHINESE-RICE & NOODLES NON-VEGETARIAN,CHICKEN TRIPLE SCHEZWAN FRIED RICE (Fried rice. Noodles and Chicken chunks in schezwan sauce),270,
Mano,BEVERAGES,JALJEERA (Fresh lime juice fortified with cumin seeds),40,
Mano,BEVERAGES,BUTTER MILK MASALA,40,
Mano,BEVERAGES,MASALA CHANCH (Buttermilk served with roasted cumin and fresh mint),40,
Mano,BEVERAGES,KESARIYA LASSI (Fresh sweetened curd churned with saffron and rose water),70,
Mano,BEVERAGES,FRESH JUICE (Seasonal availability),70,
Mano,BEVERAGES,CANNED JUICE (Per Glass),70,
Mano,BEVERAGES,FRESH LIME WATER,40,
Mano,BEVERAGES,FRESH LIME SODA,50,
Mano,BEVERAGES,TEA,35,
Mano,BEVERAGES,COFFEE,50,
Mano,BEVERAGES,ICE LEMON TEA,50,
Mano,BEVERAGES,MILK HOT/COLD,60,
Mano,BEVERAGES,CORNFLAKES WITH HOT & COLD MILK,85,
Mano,BEVERAGES,HOT MILK WITH BOURNVITA,65,
Mano,BEVERAGES,MILK SHAKE (Vanilla / Chocolate / Mango / Strawberry),80,
Mano,BEVERAGES,COLD COFFEE,80,
Mano,BEVERAGES,COLD COFFEE WITH ICE CREAM,105,
Mano,BEVERAGES,COKE FLOAT (Vanilla ice cream dipped in cola),90,
Mano,DESSERT,GULAB JAMUN,70,
Mano,DESSERT,KESARIYA RABRI,70,
Mano,DESSERT,SHAHI TUKRA,70,
Mano,DESSERT,GULAB JAMUN WITH RABRI,75,
Mano,DESSERT,GULAB JAMUN WITH ICE CREAM,85,
Mano,DESSERT,FRESH FRUIT WITH ICE CREAM,115,
Mano,DESSERT,ICE CREAM (Special) (Butterscotch / Kesar Pista / Cassata),70,
Mano,DESSERT,ICE CREAM (REGULAR) (Vanilla/CiXKoiate/Mango/Strawberry),70,
Mano,DESSERT,TUTI FRUITY ICE CREAM - FULL,105,
Mano,DESSERT,FRUIT CUSTARD,90,
Misf,Starters,Murg Tandoori,219,"Chicken Tikka, Dahi Kebab, Tandoori Chicken, Manchow Soup, Gulab Jamun, Rice"
Misf,Starters,Veg Manchurian,199,"Chicken Tikka, Dahi Kebab, Tandoori Chicken, Manchow Soup, Gulab Jamun, Rice"
Misf,Main Course,Chicken Chilli,259,"Chicken Tikka, Dahi Kebab, Tandoori Chicken, Manchow Soup, Gulab Jamun, Rice"
Misf,Desserts and Beverages,Brownie with Ice-Cream,149,"Chicken Tikka, Dahi Kebab, Tandoori Chicken, Manchow Soup, Gulab Jamun, Rice"
Misf,Desserts and Beverages,Red Bull,135,"Chicken Tikka, Dahi Kebab, Tandoori Chicken, Manchow Soup, Gulab Jamun, Rice"
Misf,Indian Starters,Bhutte Ke Kabab,179,"Chicken Tikka, Dahi Kebab, Tandoori Chicken, Manchow Soup, Gulab Jamun, Rice"
Misf,Indian Starters,Tandoori Paneer,219,"Chicken Tikka, Dahi Kebab, Tandoori Chicken, Manchow Soup, Gulab Jamun, Rice"
Misf,Indian Starters,Tandoori Mushroom,199,"Chicken Tikka, Dahi Kebab, Tandoori Chicken, Manchow Soup, Gulab Jamun, Rice"
Misf,Indian Starters,Paneer Amritsari,199,"Chicken Tikka, Dahi Kebab, Tandoori Chicken, Manchow Soup, Gulab Jamun, Rice"
Misf,Indian Starters,Dahi Ke Kebab,189,"Chicken Tikka, Dahi Kebab, Tandoori Chicken, Manchow Soup, Gulab Jamun, Rice"
